"filename", "language", "Lua", "Markdown", "Log", "JSON", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\ServerChunk.lua", "Lua", 261, 0, 0, 0, 16, 4, 281
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\ServerStorage\ServerStuff\SharedService.lua", "Lua", 54, 0, 0, 0, 3, 3, 60
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\ClientStuff\ClientChunk.lua", "Lua", 20, 0, 0, 0, 0, 1, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Controller\init.lua", "Lua", 71, 0, 0, 0, 0, 2, 73
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\InputHandler\TempSignal.lua", "Lua", 41, 0, 0, 0, 0, 3, 44
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\InputHandler\init.lua", "Lua", 140, 0, 0, 0, 0, 2, 142
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerSettings\KeybindHelper\DeafultKeys.lua", "Lua", 34, 0, 0, 0, 3, 3, 40
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerSettings\KeybindHelper\init.lua", "Lua", 87, 0, 0, 0, 0, 0, 87
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\BlockHandler.lua", "Lua", 185, 0, 0, 0, 4, 1, 190
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\ChunkShared.lua", "Lua", 59, 0, 0, 0, 1, 4, 64
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\GreedyMesh.lua", "Lua", 203, 0, 0, 0, 3, 0, 206
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\MultiHandler.lua", "Lua", 117, 0, 0, 0, 12, 9, 138
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\RenderMultiFunctions.lua", "Lua", 106, 0, 0, 0, 0, 2, 108
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\init.lua", "Lua", 220, 0, 0, 0, 9, 3, 232
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\ServerFpsHandler.lua", "Lua", 12, 0, 0, 0, 1, 0, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Test\EntityHandlerV2.lua", "Lua", 66, 0, 0, 0, 6, 1, 73
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\__init__.client.lua", "Lua", 87, 0, 0, 0, 5, 8, 100
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\__init__v2.client.lua", "Lua", 9, 0, 0, 0, 7, 4, 20
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\Workspace\SimplexModule.lua", "Lua", 253, 0, 0, 0, 3, 58, 314
"Total", "-", 19980, 12, 2, 84, 427, 1042, 21547
