"filename", "language", "Markdown", "Log", "JSON", "Lua", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Controller.lua", "Lua", 0, 0, 0, 503, 13, 6, 522
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\PlayerSettings.lua", "Lua", 0, 0, 0, 0, 0, 1, 1
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\BlockHandler.lua", "Lua", 0, 0, 0, 185, 4, 1, 190
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\ChunkShared.lua", "Lua", 0, 0, 0, 59, 1, 4, 64
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\GreedyMesh.lua", "Lua", 0, 0, 0, 203, 3, 0, 206
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\MultiHandler.lua", "Lua", 0, 0, 0, 117, 12, 9, 138
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\RenderMultiFunctions.lua", "Lua", 0, 0, 0, 106, 0, 2, 108
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\init.lua", "Lua", 0, 0, 0, 220, 9, 3, 232
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\ServerFpsHandler.lua", "Lua", 0, 0, 0, 12, 1, 0, 13
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Test\EntityHandlerV2.lua", "Lua", 0, 0, 0, 50, 0, 3, 53
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\__init__.client.lua", "Lua", 0, 0, 0, 420, 22, 9, 451
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\Workspace\SimplexModule.lua", "Lua", 0, 0, 0, 253, 3, 58, 314
"Total", "-", 12, 2, 78, 24633, 924, 1559, 27208
