"filename", "language", "JSON", "Luau", "Log", "Markdown", "comment", "blank", "total"
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\SubChunkHelper.lua", "Luau", 0, 374, 0, 0, 0, 20, 394
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\Render\init.lua", "Luau", 0, 201, 0, 0, 21, 15, 237
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\__init__.client.lua", "Luau", 0, 17, 0, 0, 2, 2, 21
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\ClientContainer.lua", "Luau", 0, 65, 0, 0, 0, 18, 83
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\Rendering\Arms.lua", "Luau", 0, 55, 0, 0, 1, 16, 72
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\Ui\ContainerHandler.lua", "Luau", 0, 328, 0, 0, 2, 64, 394
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\Ui\HotbarManager.lua", "Luau", 0, 95, 0, 0, 0, 23, 118
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\ChunkTasks.lua", "Luau", 0, 23, 0, 0, 0, 0, 23
"c:\Users\haoti\Documents\GitHub\blockgamev2\src\StarterPlayer\StarterPlayerScripts\core\chunk\init.lua", "Luau", 0, 82, 0, 0, 0, 7, 89
"Total", "-", 97, 13572, 2, 12, 285, 1445, 15413
